■ 기간별 박스오피스,,,,,,,,,,,,,,,,,
- 조회일: 2023-08-11,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 2023-01-01~2023-06-30   영화구분: 전체   국적: 전체   지역: 전체   제작사 : 전체   배급사 : 전체   감독명 : 전체   배우명 : 전체   등급별 : 전체   장르별 : 전체 ],,,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액,"매출액
점유율",누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,제작사,배급사,등급,장르,감독,배우
77,돌핀보이,2023-01-25,228032600,0,228032600,25666,25666,177,2698,독일,독일,,와이드 릴리즈(주),전체관람가,"애니메이션,가족,어드벤처",,박시윤
78,여름날 우리,2021-08-25,232091880,0,604165600,25648,66859,224,950,중국,중국,,"(주)바이포엠스튜디오,찬란,메가박스중앙(주)",12세이상관람가,"코미디,멜로/로맨스",한톈,"허광한,장약남"
79,라이스보이 슬립스,2023-04-19,217696622,0,217696622,24538,24538,250,2882,캐나다,캐나다,,판씨네마(주),15세이상관람가,"가족,드라마",앤소니 심,"최승윤,이든 황,도현 노엘 황,앤소니 심,강인성"
80,천룡팔부: 교봉전,2023-01-25,211184266,0,211184266,24394,24394,300,3441,홍콩,홍콩,,(주)팝엔터테인먼트,15세이상관람가,액션,견자단,"견자단,진옥기"
81,3000년의 기다림,2023-01-04,224395015,0,235737015,23963,24731,176,2513,호주,호주,,(주)디스테이션,15세이상관람가,"멜로/로맨스,판타지,드라마",조지 밀러,"틸다 스윈튼,이드리스 엘바"
82,수라,2023-06-21,210886756,0,214608756,23584,24065,136,1033,한국,한국,"스튜디오두마,미디어나무(주)","스튜디오두마,미디어나무(주),스튜디오 에이드",전체관람가,다큐멘터리,황윤,황윤
83,극장판 뽀로로와 친구들: 바이러스를 없애줘!,2022-12-01,212412100,0,1952844500,23529,216873,115,1301,한국,한국,(주)오콘,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,박영균,"이선,이미자,김현지,홍소영,정미숙,김서영,김환진,이호산,엄상현"
84,눈의 여왕5: 스노우 프린세스와 미러랜드의 비밀,2022-12-22,207161172,0,1301016791,23331,141354,338,1898,기타,기타,,메가박스중앙(주),전체관람가,애니메이션,알렉세이 트시칠린,
85,미녀와 야수: 마법에 걸린 왕자,2023-02-22,202152400,0,202152400,22445,22445,217,2044,러시아,러시아,,"(주)인터파크,예지림엔터테인먼트,(주)띵크",전체관람가,"애니메이션,판타지,어드벤처",,"박시윤,김용"
86,무명,2023-04-26,203825737,0,203825737,22443,22443,201,2050,중국,중국,,(주)콘텐츠판다,15세이상관람가,"스릴러,액션",청어,"양조위,왕이보,주신,장정의"
87,스트리머,2023-05-10,198703100,0,198703100,22111,22111,181,2720,한국,한국,"하이컨셉픽쳐스(주),(주)파이브데이","TCO(주)더콘텐츠온,(주)블루라벨픽쳐스",15세이상관람가,"공포(호러),미스터리",장형모,"이푸름,김모범,권민혁,김준형,심소영,이승희,김시운"
88,카구야 님은 고백받고 싶어 -첫 키스는 끝나지 않아-,2023-04-06,240958900,0,240958900,21564,21564,107,2296,일본,일본,,(주)디스테이션,12세이상관람가,애니메이션,하타케야마 마모루,
89,모나리자와 블러드 문,2023-03-22,191542710,0,191542710,21515,21515,369,3939,미국,미국,,판씨네마(주),15세이상관람가,"판타지,미스터리,스릴러",애나 릴리 아미푸르,"전종서,케이트 허드슨,에드 스크레인,에반 휘튼,크레이그 로빈슨"
90,"2022 영탁 단독 콘서트 ""탁쇼""",2023-06-28,492815000,0.001,492815000,20536,20536,72,400,한국,한국,씨제이 씨지브이(CJ CGV)(주),씨제이 씨지브이(CJ CGV)(주),전체관람가,"공연,다큐멘터리",송승연,
91,애스터로이드 시티,2023-06-28,189567866,0,189567866,19824,19824,269,1242,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,드라마,웨스 앤더슨,"제이슨 슈왈츠먼,스칼렛 요한슨,톰 행크스,제프리 라이트,틸다 스윈튼,브라이언 크랜스톤,에드워드 노튼,애드리언 브로디,리브 슈라이버,홉 데이비스"
92,극장판 전생했더니 슬라임이었던 건에 대하여: 홍련의 인연편,2023-02-02,202097717,0,202097717,19711,19711,123,2753,일본,일본,,(주)애니플러스,15세이상관람가,"애니메이션,판타지,액션",키쿠치 야스히토,에구치 타쿠야
93,날씨의 아이,2019-10-30,167772761,0,6246342371,18559,756221,88,1671,일본,일본,,"플러스엠 엔터테인먼트,(주)미디어캐슬,워터홀컴퍼니(주)",15세이상관람가,"애니메이션,판타지,멜로/로맨스",신카이 마코토,"다이고 코타로,모리 나나,오구리 슌,심규혁,최한,강은애,김서영"
94,나는 여기에 있다,2023-04-12,143076700,0,143076700,18504,18504,122,1280,한국,한국,(주)미학인우주선,와이드 릴리즈(주),15세이상관람가,"범죄,액션,스릴러",신근호,"조한선,손동제,정진운,정태우,노수산나,박순천,정인기,이지원,조한준,송진영,손태양,민준현,이강민,문서연,고인범"
95,어쩌면 우린 헤어졌는지 모른다,2023-02-08,186330566,0,186330566,18354,18354,333,3962,한국,한국,(주)26컴퍼니,(주)영화특별시에스엠씨,12세이상관람가,드라마,형슬우,"이동휘,정은채,강길우,정다은,옥지영,김종호,김소형,이재호,김태백,이가경,원진호,손예원,박세준,엄하늘,김휘규,안성민,김은선,임예은,김근배,이원욱,조한결,이건행,강슬기,이예주,기소유,안정빈,배소은,윤희진,형슬우,민경진,김금순,변중희,박세준,고규필,박성일,유지연,김정우"
96,탑건: 매버릭,2022-06-22,202719519,0,88058080494,18326,8195772,58,1382,미국,미국,,롯데컬처웍스(주)롯데엔터테인먼트,12세이상관람가,액션,조셉 코신스키,"톰 크루즈,마일즈 텔러,제니퍼 코넬리,존 햄,에드 해리스,글렌 포웰,제이 엘리스,그렉 타잔 데이비스,찰스 파렐,장 루이자 켈리,대니 라미레즈"
97,프린스 챠밍,2023-01-11,138765300,0,139647300,17066,17192,181,1613,미국,"미국,영국,캐나다",,와이드 릴리즈(주),전체관람가,"애니메이션,판타지",로스 베노커,"윌머 발더라마,데미 로바토,애슐리 티스데일,니아 발다로스"
98,해피 투게더,1998-08-22,153655005,0,507888125,15945,54446,140,2014,홍콩,홍콩,,(주)디스테이션,"15세이상관람가,18세 미만인 자는 관람할 수 없는 등급","드라마,멜로/로맨스",왕가위,"장국영,양조위,장첸"
99,인셉션,2010-07-21,285348500,0,45147601940,15930,6014577,21,426,미국,미국,"워너 브러더스 픽쳐스,레젼데리 픽쳐스","(주)디스테이션,워너브러더스 코리아(주)",12세이상관람가,"드라마,미스터리",크리스토퍼 놀란,"레오나르도 디카프리오,엘렌 페이지,마리온 꼬띨라르"
100,엑소시스트: 더 바티칸,2023-05-10,135422965,0,135422965,14639,14639,134,2335,미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,15세이상관람가,공포(호러),줄리어스 에이버리,"러셀 크로우,다니엘 조바토,알렉스 에소,프랑코 네로"
101,말없는 소녀,2023-05-31,130715668,0,130715668,13990,13990,52,1053,아일랜드,아일랜드,,주식회사 슈아픽처스,전체관람가,드라마,,
102,탄생,2022-11-30,117328975,0,3145291416,13872,349810,53,634,한국,한국,"민영화사,가톨릭문화원 ALMA ART","씨제이 씨지브이(CJ CGV)(주),(주)레드아이스 엔터테인먼트",12세이상관람가,드라마,박흥식,"윤시윤,안성기,윤경호,이문식,이호원,이경영,신정근,송지연,하경,김광규,임현수,김승훈,박지훈,성혁,백지원,최무성,차청화,남다름,이준혁,강말금,김강우,정유미,강덕중,송길호,정준환,송훈,한창현,이문빈,고봉구,김동현,이승훈,조재룡,최윤우,한바다,김용태,이경훈,최로운,최민주,김형도,김나운,나기수,강두,박주연,장민영,김여준,공현지,이용이,김대종,이호영,이용헌,오현진,김성수,김재훈,신성용,고해성,전운종,김기현,김주헌,장용원,황수진,양정인,윤지애"
103,오글리스: 웰컴 투 냄새 마을,2023-04-06,114511970,0,114511970,13747,13747,256,1272,독일,독일,,(주)박수엔터테인먼트,전체관람가,애니메이션,토비 젠켈,
104,2001 스페이스 오디세이,,151111100,0,209657200,13692,20496,16,642,영국,"영국,미국",,워너브러더스 코리아(주),,"SF,드라마",스탠리 큐브릭,
105,유랑지구2,2023-05-10,103069320,0,103069320,13360,13360,138,885,중국,중국,,(주)박수엔터테인먼트,12세이상관람가,SF,프란트 궈,"유덕화,오경"
106,패왕별희 디 오리지널,2017-03-30,134248288,0,1195127978,12563,127665,79,869,중국,중국,,"와이드 릴리즈(주),(주)제이앤씨미디어그룹,(주)드림팩트엔터테인먼트",15세이상관람가,"드라마,멜로/로맨스",첸 카이거,"장국영,공리,장풍의"
107,몬스터 신부: 101번째 프로포즈,2022-12-28,107392600,0,297877600,12390,33428,211,1167,헝가리,"헝가리,러시아",,와이드 릴리즈(주),전체관람가,"애니메이션,코미디,판타지,어드벤처",,"황창영,박시윤,최정현"
108,우리 사랑이 향기로 남을 때,2023-02-08,115424800,0,115424800,12364,12364,173,2732,한국,한국,"(주)도깨비미디어,주식회사 콘텐츠존","주식회사 콘텐츠존,(주)다자인소프트",15세이상관람가,"멜로/로맨스,코미디,드라마",임성용,"윤시윤,최훈재,설인아,문지인,김영웅,노상현,이규복,김수미,양혜진,김찬미,이동찬,최윤빈,윤다훈"
109,65,2023-04-20,121467529,0,121467529,12080,12080,462,3536,미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,12세이상관람가,액션,"스콧 벡,브라이언 우즈","아담 드라이버,아리나 그린블랫"
110,부기맨,2023-06-06,128541164,0,128541164,12059,12059,193,1945,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,15세이상관람가,공포(호러),롭 새비지,"소피 대처,크리스 메시나,데이비드 다스트말치안"
111,라이드 온,2023-05-31,100114008,0,100114008,11964,11964,100,825,중국,중국,,"(주)넥스트엔터테인먼트월드(NEW),(주)콘텐츠판다",12세이상관람가,"액션,코미디,드라마",래리 양,"성룡,류호존"
112,위대한 쇼맨,2017-12-20,124844615,0,13536013685,11917,1721355,52,529,미국,미국,,"월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)",12세이상관람가,"드라마,뮤지컬",마이클 그레이시,"휴 잭맨,잭 에프런,미쉘 윌리엄스,레베카 퍼거슨,젠데이아 콜먼"
113,드림팰리스,2023-05-31,84143204,0,84895204,11818,11912,75,1019,한국,한국,㈜인디스토리,㈜인디스토리,12세이상관람가,드라마,가성문,"김선영,이윤지"
114,꼬마돼지 베이브의 바다 대모험,2023-03-23,97864844,0,97864844,11540,11540,319,1464,중국,중국,,(주)박수엔터테인먼트,전체관람가,"애니메이션,어드벤처,가족",종위,
115,클로즈,2023-05-03,111199237,0,114044737,11322,11597,51,1347,벨기에,"벨기에,네덜란드,프랑스",,"찬란,(주)하이스트레인저",12세이상관람가,드라마,루카스 돈트,"에덴 담브린,구스타브 드 와엘"
116,시간을 꿈꾸는 소녀,2023-01-11,85564894,0,85564894,11011,11011,77,954,한국,한국,(주)하이하버픽쳐스,"(주)하이하버픽쳐스,(주)영화사 진진",12세이상관람가,다큐멘터리,박혁지,"권수진,이경원,조경아"
117,트윈,2023-02-08,92120242,0,92120242,10576,10576,168,1385,핀란드,핀란드,,(주)스튜디오디에이치엘,15세이상관람가,공포(호러),타넬리 무스토넨,"테레사 팔머,스티브 크리,트리스탄 루게리"
118,항구의 니쿠코짱!,2023-04-27,86256889,0,86400889,10521,10539,123,884,일본,일본,,트윈플러스파트너스(주),전체관람가,애니메이션,와타나베 아유무,"오타케 시노부,하나에 나츠키"
119,원피스 필름 레드,2022-11-30,100263879,0,2160522247,10341,203044,34,1086,일본,일본,,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,애니메이션,타니구치 고로,
120,에브리씽 에브리웨어 올 앳 원스,2022-10-12,95736059,0,3882962829,10313,366361,22,745,미국,미국,,워터홀컴퍼니(주),15세이상관람가,"액션,코미디","다니엘 콴,다니엘 쉐이너트","양자경,스테파니 수,키 호이 콴,제이미 리 커티스"
121,토리와 로키타,2023-05-10,97970968,0,97970968,10226,10226,48,1046,벨기에,"벨기에,프랑스",,(주)영화사 진진,15세이상관람가,드라마,"장 피에르 다르덴,뤽 다르덴","파블로 실스,졸리 음분두"
122,핑크퐁 시네마 콘서트 2: 원더스타 콘서트 대작전,2022-12-21,89529297,0,470254418,10218,50992,124,762,한국,한국,더핑크퐁컴퍼니(주),(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,김수경,"조경이,이소은,김새해,송하림,김채하,정혜원,여민정,황창영"
123,성스러운 거미,2023-02-08,95683542,0,97456542,10143,10311,56,1016,덴마크,"덴마크,독일,스웨덴,프랑스",,판씨네마(주),청소년관람불가,"범죄,스릴러",알리 아바시,"자흐라 아미르 에브라히미,메흐디 바제스타니"
124,"뮤지컬 공연실황, 알쏭달쏭 캐치! 티니핑 <신비한 상자를 열어라!>",2023-05-03,117266600,0,117266600,9982,9982,64,552,한국,한국,씨제이 씨지브이(CJ CGV)(주),"씨제이 씨지브이(CJ CGV)(주),CGV ICECON",전체관람가,"공연,뮤지컬","홍승희,신승환",
125,너의 눈을 들여다보면,2023-06-14,96123711,0,96123711,9799,9799,71,856,프랑스,프랑스,,(주)디오시네마,전체관람가,드라마,미야케 쇼,"키시이 유키노,미우라 토모카즈,미우라 마사키"
126,그 여름,2023-06-07,84768847,0,84768847,8969,8969,93,1105,한국,한국,레드독컬처하우스,판씨네마(주),12세이상관람가,"애니메이션,드라마,멜로/로맨스",한지원,"윤아영,송하림"
127,"자우림, 더 원더랜드",2023-06-07,91542381,0,91542381,8731,8731,109,1051,한국,한국,써티세븐스디그리(주),메가박스중앙(주),전체관람가,다큐멘터리,"김지환,허민",
128,극장판 파워레인저 캡틴포스: 지구를 위한 싸움,2023-01-19,82651478,0,82651478,8700,8700,147,1095,일본,일본,,트윈플러스파트너스(주),전체관람가,"액션,어드벤처",나카자와 쇼지로,오자와 료타
129,6번 칸,2023-03-08,81662784,0,81662784,8681,8681,41,788,독일,"독일,핀란드,러시아,에스토니아",,"(주)싸이더스,스튜디오 에이드",15세이상관람가,"드라마,멜로/로맨스",유호 쿠오스마넨,"세이디 하를라,유리 보리소프"
130,사슴의 왕,2023-05-25,63790237,0,63790237,8575,8575,119,744,일본,일본,,트윈플러스파트너스(주),12세이상관람가,애니메이션,미야지 마사유키,"츠츠미 신이치,타케우치 료마"
131,엘 카미노,2023-03-29,90188000,0,90188000,8528,8528,34,823,한국,한국,씨제이 씨지브이(CJ CGV)(주),"씨제이 씨지브이(CJ CGV)(주),CGV ICECON",전체관람가,다큐멘터리,손미나,
132,아머드 사우루스: 기계공룡제국의 침략,2023-04-20,76296435,0,76296435,8252,8252,236,1042,한국,한국,대원미디어(주),트윈플러스파트너스(주),전체관람가,"애니메이션,액션,어드벤처",강대일,"이도엽,서은하,유재연,최지웅,심규혁,최한,김신우,정주원"
133,그대 어이가리,2023-03-08,67091394,0,67091394,8160,8160,82,969,한국,한국,(주)영화사 순수,(주)영화사 순수,12세이상관람가,드라마,이창열,"선동혁,정아미,박종진"
134,곰돌이 푸: 피와 꿀,2023-04-06,88613286,0,88613286,7792,7792,189,1508,영국,영국,,(주)팝엔터테인먼트,청소년관람불가,"공포(호러),스릴러",,
135,엄마의 땅: 그리샤와 숲의 주인,2023-01-25,71551889,0,72183889,7763,7843,121,882,한국,한국,한국영화아카데미,(주)더쿱디스트리뷰션,전체관람가,애니메이션,박재범,"이윤지,김서영,이용녀,김예은,강길우,이관목,송철호,이용녀"
136,스프린터,2023-05-24,63093480,0,65155480,7682,7944,48,830,한국,한국,영화사 만화경,스튜디오 에이드,12세이상관람가,기타,최승연,"박성일,공민정,임지호,전신환,송덕호,최준혁,한태경"
137,문맨,2023-01-11,58867108,0,58867108,7539,7539,134,883,중국,중국,,(주)스튜디오디에이치엘,12세이상관람가,"드라마,코미디,판타지",장츠위,"선텅,마리"
138,장기자랑,2023-04-05,69939195,0,70451195,7372,7436,57,944,한국,한국,영화사 연필,(주)영화사 진진,12세이상관람가,다큐멘터리,이소현,"김명임,김도현,김순덕,박유신,이미경,최지영,박혜영,김태현"
139,뮤지컬 레드북,2023-01-25,141349500,0,141349500,7296,7296,35,403,한국,한국,씨제이 씨지브이(CJ CGV)(주),씨제이 씨지브이(CJ CGV)(주),15세이상관람가,뮤지컬,곽기영,
140,웃는남자 감독판,2019-11-29,145395500,0,317868500,7270,20368,8,79,한국,한국,(주)디지컴코리아엠앤엠,(주)디지컴코리아엠앤엠,전체관람가,공연,김수기,"박강현,양준모,민경아,신영숙,조휘,이상준,김나윤,박준우,백승호"
141,"조제, 호랑이 그리고 물고기들",2021-03-31,60298900,0,295492120,7102,32968,107,1030,일본,일본,,(주)팝엔터테인먼트,12세이상관람가,애니메이션,타무라 코타로,"나카가와 타이시,키요하라 카야"
